N73;N60
N33;N34
N80;N14
N33;N38
N68;N33
N100;N33
N84;N33
N10;N48
N68;N31
N70;N80
N33;N30
N33;N46
N33;N45
N90;N99
N33;N48
N96;N37
N7;N3
N93;N80
N17;N33
N48;N36
N18;N73
N33;N100
N48;N33
N46;N77
N33;N58
N93;N56
N58;N92
N73;N43
N88;N33
N34;N97
N45;N33
N81;N33
N28;N33
N94;N7
N33;N51
N57;N80
N33;N50
N48;N41
N14;N80
N33;N68
N76;N66
N46;N66
N33;N67
N30;N33
N73;N33
N72;N7
N2;N33
N13;N33
N41;N48
N33;N62
N23;N90
N33;N61
N48;N52
N65;N59
N38;N1
N33;N65
N33;N78
N80;N57
N80;N54
N15;N73
N4;N33
N73;N26
N36;N48
N21;N65
N88;N11
N32;N38
N69;N48
N91;N22
N18;N49
N58;N79
N67;N33
N33;N71
N37;N96
N31;N68
N48;N69
N33;N73
N24;N33
N48;N64
N52;N48
N33;N89
N95;N33
N33;N2
N33;N4
N33;N6
N33;N7
N33;N8
N29;N5
N73;N15
N64;N48
N75;N48
N3;N7
N33;N80
N73;N18
N33;N81
N33;N84
N33;N83
N48;N74
N33;N86
N48;N75
N33;N88
N46;N42
N46;N33
N63;N38
N80;N39
N74;N48
N80;N33
N92;N58
N8;N33
N96;N68
N33;N95
N85;N52
N89;N33
N60;N73
N54;N82
N80;N29
N11;N88
N22;N91
N26;N73
N43;N73
N79;N58
N19;N51
N54;N80
N9;N80
N42;N46
N74;N27
N90;N23
N52;N85
N80;N93
N47;N51
N58;N33
N51;N33
N58;N35
N87;N88
N99;N90
N43;N55
N56;N93
N80;N91
N51;N47
N51;N40
N98;N67
N78;N33
N7;N33
N44;N93
N71;N33
N97;N34
N62;N33
N51;N19
N80;N70
N80;N9
N68;N96
N49;N18
N82;N54
N27;N74
N86;N33
N91;N80
N35;N58
N59;N65
N7;N53
N65;N21
N88;N90
N16;N33
N34;N33
N50;N33
N6;N33
N65;N33
N38;N63
N93;N44
N77;N46
N88;N87
N7;N72
N83;N33
N66;N76
N53;N7
N9;N20
N29;N80
N33;N13
N33;N12
N90;N88
N38;N33
N38;N32
N33;N17
N33;N16
N67;N98
N12;N33
N39;N80
N66;N46
N33;N24
N33;N28
N1;N38
N7;N94
N5;N29
N55;N43
N61;N33
N40;N51
N20;N9
N48;N10
