N41;N31
N65;N64
N89;N97
N33;N34
N41;N32
N65;N66
N33;N36
N57;N65
N14;N65
N65;N63
N49;N65
N97;N98
N30;N65
N2;N1
N77;N76
N2;N65
N13;N23
N8;N17
N70;N81
N65;N68
N89;N99
N65;N75
N41;N21
N65;N77
N65;N71
N57;N59
N57;N58
N7;N8
N8;N26
N25;N26
N45;N46
N48;N38
N85;N65
N41;N54
N41;N52
N65;N45
N4;N15
N65;N41
N41;N50
N45;N36
N45;N37
N94;N93
N89;N79
N65;N48
N89;N78
N65;N49
N41;N42
N41;N43
N89;N65
N65;N55
N65;N56
N4;N26
N1;N2
N50;N60
N61;N72
N28;N27
N28;N26
N65;N57
N37;N45
N37;N47
N85;N86
N76;N77
N92;N72
N52;N41
N54;N53
N36;N45
N86;N85
N98;N97
N39;N29
N3;N65
N81;N91
N48;N65
N60;N50
N68;N69
N46;N45
N68;N67
N68;N65
N32;N41
N36;N33
N36;N35
N82;N72
N39;N19
N81;N80
N65;N87
N65;N89
N17;N8
N65;N83
N41;N11
N65;N85
N41;N12
N8;N7
N93;N94
N8;N9
N21;N41
N65;N81
N29;N39
N69;N68
N10;N65
N96;N65
N18;N26
N26;N65
N58;N57
N74;N41
N81;N70
N31;N41
N65;N96
N97;N89
N65;N90
N100;N65
N75;N65
N42;N41
N64;N65
N53;N54
N81;N65
N43;N44
N79;N89
N43;N41
N83;N65
N39;N65
N72;N92
N65;N100
N87;N88
N71;N65
N19;N39
N80;N81
N35;N36
N55;N65
N67;N68
N24;N65
N94;N41
N26;N18
N26;N16
N47;N37
N4;N6
N4;N5
N72;N73
N26;N25
N91;N81
N59;N57
N83;N84
N26;N28
N87;N65
N54;N41
N11;N41
N9;N8
N23;N13
N96;N95
N72;N82
N63;N65
N20;N65
N65;N20
N90;N65
N41;N74
N15;N4
N56;N65
N41;N72
N34;N33
N6;N4
N72;N51
N66;N65
N13;N65
N51;N72
N44;N43
N78;N89
N65;N24
N65;N26
N41;N65
N65;N30
N12;N22
N88;N87
N72;N62
N26;N4
N72;N61
N50;N40
N26;N8
N50;N41
N65;N39
N62;N72
N41;N94
N65;N3
N27;N28
N65;N2
N99;N89
N84;N83
N65;N10
N95;N96
N73;N72
N16;N26
N45;N65
N38;N48
N5;N4
N72;N41
N77;N65
N12;N41
N40;N50
N65;N13
N65;N14
N22;N12
