N41;N32
N62;N90
N54;N97
N19;N7
N38;N95
N30;N68
N73;N63
N88;N54
N73;N66
N88;N57
N50;N72
N2;N9
N26;N85
N81;N57
N96;N47
N30;N58
N10;N39
N89;N2
N7;N3
N7;N4
N34;N87
N81;N48
N99;N14
N21;N38
N41;N28
N95;N7
N9;N68
N76;N47
N36;N20
N60;N22
N84;N55
N41;N50
N84;N54
N25;N15
N58;N95
N32;N19
N77;N94
N77;N91
N5;N51
N60;N31
N100;N27
N83;N8
N64;N27
N24;N3
N30;N38
N18;N58
N70;N92
N37;N46
N29;N10
N15;N71
N10;N82
N32;N39
N48;N67
N3;N66
N37;N99
N53;N81
N55;N94
N52;N48
N24;N36
N52;N34
N11;N60
N92;N83
N33;N3
N19;N79
N57;N15
N12;N4
N26;N50
N74;N100
N43;N98
N5;N88
N25;N61
N14;N46
N36;N100
N60;N64
N95;N25
N59;N90
N65;N83
N31;N47
N25;N53
N29;N36
N76;N91
N100;N56
N75;N52
N84;N12
N15;N57
N10;N61
N50;N97
N70;N65
N59;N97
N95;N10
N8;N40
N46;N26
N75;N60
N46;N28
N100;N69
N75;N64
N71;N83
N58;N61
N47;N60
N3;N34
N74;N32
N81;N65
N63;N21
N38;N10
N78;N41
N8;N90
N66;N24
N23;N29
N28;N97
N72;N95
N91;N60
N79;N83
N3;N25
N20;N51
N55;N51
N82;N32
N67;N61
N55;N67
N82;N36
N79;N76
N81;N5
N15;N48
N64;N85
N43;N58
N57;N5
N7;N36
N69;N19
N74;N12
N87;N68
N16;N52
N25;N90
N58;N12
N58;N14
N83;N84
N75;N3
N19;N16
N82;N57
N46;N100
N54;N43
N41;N4
N55;N89
N62;N23
N62;N26
N66;N17
N7;N51
N25;N83
N10;N90
N98;N86
N38;N58
N87;N47
N93;N33
N56;N64
N47;N11
N40;N28
N7;N85
N72;N50
N22;N29
N21;N6
N98;N29
N16;N47
N99;N50
N49;N30
N84;N66
N64;N1
N39;N96
N57;N92
N63;N87
N20;N84
N44;N55
N50;N17
N44;N27
N22;N100
N49;N48
N67;N96
N24;N95
N45;N76
N41;N94
N12;N39
N87;N22
N87;N23
N22;N11
N14;N8
N78;N92
N44;N34
N55;N46
N38;N40
N66;N58
N1;N38
N12;N46
N87;N1
N29;N100
N77;N64
N40;N57
N55;N44
N76;N29
N59;N8
N72;N45
N61;N36
N76;N2
N98;N41
