N78;N100
N73;N62
N72;N17
N1;N23
N49;N62
N11;N91
N2;N70
N2;N61
N31;N9
N81;N56
N2;N66
N48;N29
N2;N69
N72;N15
N72;N16
N81;N53
N57;N54
N90;N93
N43;N9
N1;N11
N43;N6
N1;N17
N10;N39
N49;N74
N2;N60
N81;N49
N74;N90
N2;N52
N48;N38
N2;N56
N56;N14
N48;N34
N74;N98
N48;N36
N81;N42
N57;N53
N74;N99
N56;N43
N10;N25
N73;N44
N10;N21
N81;N38
N2;N42
N56;N45
N66;N87
N2;N44
N74;N80
N81;N36
N81;N30
N2;N49
N48;N47
N74;N85
N48;N51
N57;N76
N49;N97
N56;N30
N49;N99
N56;N38
N66;N95
N74;N79
N48;N55
N74;N78
N11;N53
N67;N4
N80;N54
N73;N21
N82;N62
N82;N61
N10;N87
N69;N100
N12;N96
N74;N60
N2;N22
N12;N95
N12;N97
N18;N5
N74;N63
N63;N11
N48;N64
N81;N93
N57;N13
N74;N59
N33;N7
N33;N9
N80;N42
N58;N87
N10;N77
N10;N71
N64;N40
N81;N84
N2;N16
N11;N67
N48;N74
N48;N76
N81;N83
N59;N93
N65;N84
N80;N33
N58;N51
N10;N60
N90;N1
N3;N45
N63;N30
N79;N2
N57;N41
N59;N98
N79;N7
N59;N97
N65;N97
N80;N29
N11;N86
N11;N85
N45;N8
N82;N93
N10;N58
N82;N96
N64;N69
N3;N35
N81;N69
N3;N36
N81;N65
N48;N98
N81;N61
N63;N25
N59;N72
N67;N70
N67;N72
N28;N4
N39;N65
N79;N100
N72;N90
N59;N78
N92;N7
N72;N98
N92;N3
N67;N62
N16;N4
N67;N63
N66;N37
N71;N62
N80;N82
N80;N91
N3;N18
N57;N7
N67;N66
N67;N68
N3;N10
N59;N88
N67;N54
N75;N92
N75;N96
N80;N5
N80;N71
N58;N10
N70;N25
N70;N22
N39;N44
N39;N41
N39;N42
N59;N58
N16;N2
N59;N56
N68;N89
N67;N42
N80;N65
N80;N64
N66;N16
N72;N85
N58;N23
N58;N22
N10;N94
N10;N93
N58;N24
N72;N81
N10;N90
N72;N86
N39;N37
N72;N51
N72;N50
N66;N64
N37;N12
N38;N68
N73;N99
N26;N6
N37;N28
N66;N72
N72;N62
N66;N73
N72;N63
N39;N99
N26;N9
N39;N95
N59;N47
N70;N6
N72;N69
N70;N3
N37;N25
N67;N91
N22;N100
N73;N82
N73;N83
N73;N84
N26;N2
N38;N45
N14;N3
N73;N78
N73;N79
N30;N77
N30;N76
N39;N79
N67;N88
N72;N44
N59;N21
N65;N14
N30;N61
N76;N31
N92;N32
N92;N33
N30;N67
N62;N99
N2;N1
N37;N54
N38;N91
N61;N49
N76;N37
N22;N67
N60;N2
N22;N77
N22;N74
N62;N80
N76;N42
N60;N5
N92;N42
N93;N83
N60;N13
N30;N51
N45;N41
N21;N35
N21;N37
N31;N93
N77;N88
N60;N19
N31;N99
N44;N10
N77;N80
N37;N65
N22;N78
N31;N97
N61;N57
N46;N76
N46;N77
N36;N29
N60;N20
N93;N59
N93;N55
N93;N52
N36;N21
N100;N12
N92;N16
N23;N85
N75;N19
N31;N87
N61;N66
N68;N100
N61;N64
N94;N3
N46;N74
N46;N75
N60;N31
N76;N65
N46;N69
N93;N61
N75;N22
N60;N32
N75;N21
N100;N20
N36;N13
N37;N49
N21;N15
N31;N71
N75;N27
N21;N17
N23;N93
N24;N5
N72;N9
N46;N64
N92;N70
N46;N56
N92;N72
N46;N59
N92;N76
N36;N43
N36;N48
N75;N37
N61;N80
N45;N11
N50;N9
N37;N97
N37;N99
N45;N19
N60;N53
N76;N87
N76;N85
N88;N100
N12;N4
N30;N14
N36;N34
N12;N9
N75;N42
N60;N57
N75;N46
N61;N92
N61;N91
N61;N97
N91;N18
N91;N19
N22;N87
N92;N51
N22;N84
N93;N98
N21;N42
N93;N92
N75;N54
N36;N68
N47;N73
N75;N58
N21;N48
N37;N74
N35;N27
N31;N40
N20;N33
N22;N92
N22;N93
N92;N66
N36;N55
N75;N61
N60;N79
N35;N19
N91;N32
N36;N50
N91;N30
N91;N31
N31;N33
N91;N34
N35;N16
N35;N11
N20;N58
N40;N9
N78;N43
N19;N46
N19;N48
N19;N42
N90;N24
N90;N26
N91;N61
N36;N80
N62;N16
N62;N19
N64;N98
N79;N82
N79;N84
N91;N63
N78;N47
N35;N47
N74;N21
N35;N49
N35;N44
N63;N55
N20;N57
N74;N22
N74;N15
N90;N17
N36;N79
N64;N87
N79;N75
N91;N56
N91;N57
N74;N1
N63;N45
N20;N43
N35;N62
N78;N61
N19;N28
N90;N43
N35;N63
N90;N45
N92;N95
N21;N81
N21;N84
N77;N19
N34;N13
N47;N31
N91;N83
N20;N71
N63;N73
N35;N67
N35;N52
N78;N51
N36;N99
N62;N21
N62;N23
N49;N11
N77;N26
N91;N73
N79;N93
N79;N95
N78;N58
N20;N62
N94;N100
N49;N29
N78;N85
N47;N18
N78;N84
N34;N39
N6;N3
N62;N58
N63;N93
N63;N97
N20;N99
N35;N75
N35;N74
N35;N70
N77;N49
N34;N45
N77;N48
N34;N40
N63;N84
N33;N13
N90;N87
N61;N29
N90;N84
N62;N74
N34;N58
N77;N57
N49;N44
N77;N53
N34;N51
N77;N51
N61;N23
N61;N22
N61;N21
N33;N10
N78;N96
N49;N53
N49;N51
N77;N68
N78;N90
N76;N7
N78;N99
N89;N92
N96;N49
N97;N98
N88;N51
N16;N100
N42;N73
N42;N74
N88;N59
N96;N43
N96;N44
N34;N71
N50;N74
N50;N75
N50;N76
N54;N5
N18;N87
N87;N15
N8;N23
N8;N25
N25;N23
N8;N29
N18;N77
N9;N63
N87;N11
N18;N72
N33;N57
N89;N74
N41;N55
N32;N12
N32;N11
N41;N50
N88;N5
N17;N21
N96;N22
N88;N39
N18;N68
N32;N18
N18;N67
N17;N28
N89;N77
N19;N92
N96;N19
N19;N93
N40;N18
N88;N21
N42;N83
N32;N26
N88;N26
N42;N89
N17;N13
N33;N62
N9;N41
N41;N49
N17;N18
N95;N41
N25;N75
N42;N36
N44;N5
N8;N58
N43;N86
N25;N78
N25;N79
N29;N7
N18;N49
N26;N44
N29;N9
N79;N42
N18;N41
N43;N91
N33;N89
N27;N96
N32;N41
N26;N51
N8;N69
N43;N98
N8;N63
N97;N61
N8;N66
N78;N9
N18;N37
N26;N55
N18;N33
N91;N3
N33;N85
N78;N6
N78;N5
N96;N71
N89;N45
N19;N67
N78;N21
N41;N12
N8;N9
N26;N60
N79;N67
N8;N4
N43;N61
N18;N29
N26;N68
N18;N26
N26;N65
N50;N93
N9;N72
N50;N95
N9;N70
N25;N52
N9;N76
N18;N23
N50;N99
N78;N29
N7;N23
N56;N3
N78;N27
N96;N60
N7;N19
N26;N73
N42;N48
N19;N55
N79;N56
N43;N74
N25;N48
N32;N65
N8;N49
N26;N77
N25;N41
N18;N11
N60;N80
N34;N7
N32;N77
N86;N40
N60;N89
N15;N34
N7;N41
N15;N36
N32;N79
N51;N34
N43;N49
N86;N48
N94;N32
N44;N86
N24;N76
N7;N44
N16;N70
N24;N60
N95;N74
N81;N7
N86;N55
N43;N53
N95;N70
N32;N86
N24;N65
N7;N36
N44;N99
N52;N69
N87;N68
N95;N69
N6;N26
N25;N99
N32;N94
N27;N8
N94;N14
N25;N91
N27;N4
N27;N6
N46;N7
N24;N56
N7;N68
N85;N14
N16;N50
N44;N60
N85;N10
N8;N81
N16;N64
N8;N84
N6;N15
N24;N40
N8;N89
N52;N50
N94;N28
N23;N14
N94;N25
N15;N25
N17;N96
N7;N50
N17;N97
N25;N81
N17;N98
N15;N20
N25;N85
N86;N39
N44;N76
N87;N71
N24;N44
N96;N90
N96;N91
N52;N59
N53;N92
N44;N49
N93;N39
N16;N36
N6;N49
N16;N37
N45;N91
N23;N69
N88;N99
N17;N83
N23;N64
N51;N78
N17;N88
N51;N75
N94;N77
N51;N73
N87;N40
N50;N35
N87;N45
N22;N23
N50;N37
N94;N70
N44;N59
N45;N83
N93;N40
N17;N70
N94;N86
N86;N16
N86;N17
N94;N89
N50;N43
N60;N100
N50;N46
N87;N55
N44;N27
N50;N17
N36;N4
N67;N100
N93;N10
N88;N70
N88;N71
N88;N72
N6;N64
N71;N4
N17;N65
N17;N68
N71;N8
N44;N20
N22;N10
N52;N99
N95;N99
N44;N34
N93;N23
N93;N9
N52;N91
N52;N93
N6;N51
N95;N92
N48;N2
N5;N24
N45;N68
N7;N93
N23;N53
N94;N67
N17;N58
N22;N18
N94;N60
N18;N98
N5;N20
N7;N99
N18;N94
N93;N3
N14;N68
N6;N89
N14;N64
N54;N97
N14;N66
N84;N37
N6;N82
N69;N80
N84;N30
N13;N27
N25;N4
N5;N33
N5;N34
N13;N23
N5;N37
N13;N22
N99;N28
N5;N38
N53;N43
N68;N30
N70;N80
N85;N73
N5;N30
N68;N27
N29;N40
N68;N26
N29;N43
N14;N53
N68;N24
N29;N45
N68;N21
N68;N22
N53;N39
N6;N71
N53;N36
N84;N21
N84;N20
N85;N61
N5;N45
N70;N71
N95;N8
N5;N43
N95;N6
N13;N18
N61;N5
N61;N4
N14;N87
N4;N15
N14;N88
N15;N95
N53;N25
N68;N18
N99;N41
N53;N20
N13;N48
N53;N24
N28;N32
N53;N21
N28;N39
N28;N37
N14;N81
N14;N79
N4;N24
N43;N100
N6;N90
N6;N91
N83;N6
N83;N4
N84;N43
N83;N3
N53;N18
N99;N30
N83;N10
N1;N7
N5;N69
N5;N67
N53;N13
N85;N89
N14;N74
N70;N91
N14;N26
N4;N35
N68;N79
N85;N37
N29;N12
N67;N32
N15;N71
N86;N89
N71;N94
N71;N97
N53;N83
N70;N45
N69;N42
N85;N34
N55;N98
N85;N36
N67;N37
N55;N93
N54;N61
N54;N64
N85;N26
N69;N50
N14;N17
N3;N7
N53;N72
N15;N86
N15;N88
N68;N64
N5;N80
N52;N37
N67;N27
N29;N30
N52;N24
N68;N54
N69;N60
N4;N54
N71;N70
N86;N61
N54;N70
N71;N75
N85;N50
N70;N67
N84;N18
N69;N66
N85;N58
N85;N57
N16;N94
N67;N16
N85;N54
N52;N28
N67;N18
N14;N35
N71;N88
N54;N84
N85;N49
N26;N100
N4;N60
N71;N86
N53;N57
N68;N41
N51;N1
N82;N23
N6;N100
N11;N3
N27;N42
N98;N59
N4;N77
N28;N99
N28;N98
N54;N16
N11;N18
N1;N97
N27;N56
N82;N32
N27;N52
N96;N100
N4;N81
N28;N82
N28;N81
N56;N91
N99;N98
N83;N75
N28;N84
N12;N60
N13;N99
N40;N76
N98;N65
N11;N25
N40;N71
N83;N71
N82;N46
N82;N44
N54;N31
N55;N79
N12;N79
N82;N41
N4;N95
N75;N5
N26;N24
N69;N27
N69;N21
N40;N87
N98;N76
N27;N61
N83;N81
N55;N72
N75;N3
N41;N9
N82;N56
N41;N7
N82;N58
N12;N88
N82;N53
N12;N80
N69;N36
N40;N97
N12;N86
N26;N31
N1;N83
N1;N80
N29;N94
N41;N73
N29;N97
N98;N15
N83;N29
N99;N61
N12;N14
N13;N62
N12;N15
N84;N74
N28;N57
N13;N66
N21;N5
N83;N27
N98;N11
N41;N65
N55;N28
N55;N25
N98;N24
N27;N19
N1;N59
N40;N39
N99;N6
N2;N95
N40;N37
N40;N30
N13;N56
N53;N6
N55;N22
N84;N95
N1;N44
N98;N37
N65;N1
N56;N87
N41;N91
N2;N85
N28;N73
N2;N87
N12;N32
N82;N13
N41;N84
N41;N85
N82;N10
N84;N81
N1;N36
N1;N33
N99;N72
N13;N71
N5;N6
N87;N5
N5;N9
N2;N76
N12;N41
N28;N68
N2;N77
N55;N43
N40;N50
N98;N45
N82;N18
