N41;N31
N65;N64
N33;N34
N57;N67
N65;N66
N19;N9
N97;N98
N2;N3
N21;N20
N25;N35
N73;N63
N97;N96
N77;N78
N2;N1
N21;N22
N45;N55
N77;N76
N13;N23
N8;N18
N53;N43
N70;N80
N89;N99
N28;N18
N33;N32
N85;N75
N65;N75
N57;N56
N1;N11
N57;N58
N7;N6
N7;N8
N93;N83
N21;N31
N25;N24
N25;N26
N45;N46
N45;N44
N13;N14
N77;N87
N48;N38
N13;N12
N61;N51
N70;N71
N89;N88
N33;N43
N41;N51
N13;N3
N4;N14
N36;N26
N25;N15
N30;N40
N45;N35
N10;N20
N37;N38
N48;N49
N61;N62
N50;N51
N56;N46
N61;N60
N94;N93
N28;N38
N17;N27
N48;N47
N74;N84
N94;N95
N89;N79
N85;N95
N37;N36
N41;N42
N76;N66
N41;N40
N65;N55
N18;N8
N1;N2
N32;N22
N30;N31
N21;N11
N10;N11
N50;N60
N61;N71
N74;N75
N28;N27
N17;N16
N48;N58
N74;N73
N17;N18
N85;N84
N28;N29
N37;N47
N85;N86
N14;N24
N76;N77
N46;N56
N76;N75
N68;N78
N54;N53
N52;N42
N54;N55
N86;N87
N30;N20
N32;N33
N86;N85
N29;N19
N32;N31
N36;N46
N64;N54
N96;N86
N42;N32
N24;N34
N74;N64
N98;N97
N39;N29
N98;N99
N81;N91
N20;N10
N12;N2
N14;N13
N60;N50
N46;N45
N68;N69
N92;N82
N14;N15
N76;N86
N46;N47
N68;N67
N54;N64
N3;N4
N36;N37
N86;N96
N3;N2
N32;N42
N36;N35
N82;N72
N69;N59
N100;N90
N2;N12
N24;N23
N81;N80
N24;N25
N81;N82
N60;N61
N68;N58
N17;N7
N46;N36
N57;N47
N8;N7
N82;N81
N71;N70
N93;N94
N8;N9
N71;N72
N93;N92
N29;N39
N79;N69
N82;N83
N69;N68
N53;N63
N18;N28
N42;N52
N64;N74
N58;N57
N58;N59
N20;N30
N70;N60
N35;N25
N24;N14
N31;N41
N81;N71
N7;N17
N60;N70
N86;N76
N82;N92
N71;N81
N97;N87
N29;N28
N75;N65
N18;N19
N69;N79
N53;N52
N18;N17
N42;N41
N64;N65
N42;N43
N64;N63
N58;N68
N53;N54
N31;N32
N20;N21
N31;N30
N11;N1
N95;N85
N11;N10
N55;N56
N43;N44
N43;N42
N47;N57
N75;N74
N79;N89
N23;N22
N75;N76
N23;N24
N67;N77
N31;N21
N55;N54
N63;N53
N11;N12
N87;N88
N87;N86
N35;N45
N11;N21
N16;N6
N47;N48
N43;N53
N47;N46
N75;N85
N79;N78
N23;N33
N71;N61
N38;N28
N99;N98
N80;N81
N80;N90
N3;N13
N51;N41
N58;N48
N67;N66
N35;N36
N55;N65
N67;N68
N26;N16
N87;N97
N35;N34
N83;N73
N92;N91
N19;N29
N92;N93
N52;N62
N47;N37
N91;N90
N4;N5
N4;N3
N80;N70
N26;N25
N72;N73
N15;N14
N72;N71
N91;N81
N63;N73
N59;N58
N78;N68
N67;N57
N15;N16
N39;N49
N83;N82
N26;N27
N83;N84
N19;N18
N52;N51
N6;N16
N54;N44
N52;N53
N43;N33
N9;N8
N34;N24
N23;N13
N26;N36
N96;N95
N15;N25
N72;N82
N96;N97
N63;N62
N59;N69
N63;N64
N98;N88
N39;N38
N87;N77
N83;N93
N22;N21
N44;N45
N9;N19
N15;N5
N6;N5
N12;N11
N62;N52
N6;N7
N66;N67
N12;N13
N34;N35
N88;N98
N34;N33
N84;N74
N66;N65
N56;N66
N44;N43
N78;N88
N22;N23
N22;N32
N49;N39
N12;N22
N88;N87
N90;N100
N27;N17
N34;N44
N72;N62
N88;N89
N37;N27
N91;N92
N40;N30
N66;N76
N56;N55
N50;N40
N59;N49
N56;N57
N78;N79
N44;N54
N94;N84
N78;N77
N84;N94
N49;N48
N73;N83
N62;N72
N16;N17
N16;N15
N27;N26
N38;N39
N27;N28
N38;N37
N88;N78
N99;N89
N40;N41
N5;N15
N51;N52
N51;N50
N90;N91
N33;N23
N84;N83
N49;N59
N73;N72
N95;N96
N44;N34
N14;N4
N55;N45
N62;N61
N62;N63
N16;N26
N66;N56
N73;N74
N95;N94
N5;N6
N27;N37
N77;N67
N5;N4
N38;N48
N84;N85
N51;N61
N40;N50
N90;N80
N22;N12
