N65;N64
N65;N62
N65;N63
N56;N27
N31;N2
N31;N1
N65;N69
N65;N78
N43;N8
N43;N7
N43;N4
N43;N5
N43;N2
N56;N10
N43;N3
N43;N1
N56;N15
N74;N90
N56;N12
N74;N93
N74;N94
N74;N92
N74;N98
N74;N96
N56;N19
N65;N43
N65;N44
N65;N45
N56;N41
N56;N40
N56;N43
N56;N42
N56;N45
N56;N44
N74;N81
N65;N46
N65;N47
N65;N48
N65;N53
N65;N56
N18;N8
N65;N51
N56;N38
N56;N37
N55;N7
N74;N72
N55;N4
N55;N3
N74;N73
N5;N100
N74;N79
N65;N58
N65;N59
N74;N78
N67;N8
N67;N6
N67;N2
N74;N60
N18;N5
N18;N2
N74;N62
N74;N63
N74;N69
N74;N53
N74;N56
N65;N86
N65;N87
N65;N88
N74;N49
N65;N89
N65;N82
N65;N85
N65;N81
N74;N43
N74;N40
N79;N2
N79;N6
N74;N44
N65;N97
N65;N93
N65;N94
N65;N95
N65;N96
N74;N33
N74;N34
N38;N14
N38;N13
N92;N8
N38;N19
N38;N18
N38;N17
N38;N16
N38;N15
N92;N4
N92;N3
N38;N25
N38;N20
N38;N28
N80;N4
N80;N1
N27;N100
N70;N29
N70;N27
N80;N9
N70;N20
N70;N21
N9;N3
N9;N2
N70;N18
N65;N22
N38;N56
N65;N23
N38;N55
N65;N29
N65;N24
N65;N27
N38;N69
N38;N66
N38;N65
N38;N63
N38;N62
N38;N61
N38;N60
N65;N35
N65;N38
N38;N31
N38;N30
N38;N46
N65;N10
N38;N41
N65;N14
N22;N65
N22;N63
N22;N61
N92;N30
N22;N60
N38;N95
N92;N36
N92;N39
N61;N41
N61;N40
N38;N94
N61;N43
N61;N42
N22;N69
N38;N90
N61;N48
N61;N47
N22;N67
N61;N46
N22;N74
N22;N72
N92;N43
N22;N71
N92;N44
N92;N46
N92;N47
N31;N91
N61;N52
N61;N55
N61;N54
N61;N53
N31;N95
N31;N94
N31;N97
N38;N78
N38;N77
N38;N76
N92;N13
N92;N15
N92;N17
N61;N62
N31;N88
N61;N67
N22;N49
N22;N47
N31;N85
N61;N68
N22;N55
N22;N52
N38;N87
N38;N85
N92;N22
N92;N23
N92;N24
N92;N25
N92;N27
N92;N28
N61;N73
N61;N71
N38;N82
N61;N77
N22;N58
N31;N73
N22;N59
N22;N57
N92;N70
N92;N73
N92;N74
N92;N78
N47;N97
N47;N95
N47;N96
N47;N93
N47;N91
N47;N92
N61;N83
N31;N66
N61;N88
N61;N86
N31;N62
N92;N80
N92;N81
N92;N83
N31;N59
N88;N100
N92;N88
N47;N89
N47;N85
N47;N81
N31;N54
N22;N87
N22;N83
N31;N47
N31;N49
N47;N79
N92;N57
N47;N73
N47;N70
N31;N46
N31;N45
N39;N4
N31;N40
N39;N3
N22;N89
N31;N41
N39;N8
N22;N99
N39;N6
N22;N96
N92;N62
N22;N92
N31;N39
N22;N93
N31;N38
N39;N9
N22;N90
N92;N68
N47;N69
N47;N66
N47;N65
N47;N62
N47;N61
N31;N33
N40;N7
N40;N9
N31;N26
N78;N43
N78;N42
N47;N55
N78;N46
N31;N24
N78;N45
N78;N44
